ID,Master,Master Residence,Registree,Status,Sex,Origin,Age,Occupation,Registration Date,Registration District,Sources,Registration District Latitude,Registration District Longitude,Origin Latitude,Origin Longitude,Runaway at Registration,Transfer Date,Escape Date,Freedom Date,Death Date,Codice,Senhores,Morada,Registrados,Naturalidade,Ofícios,,,,,,,,,,,,,
5589,Francisco de Maria de Azevedo,Quelimane,Henrique,Slave,Male,(Massangano) Massangano,17.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 75v-76.",-17.87368,36.88194,-16.629995,33.801577,,,,,,1804,Francisco de Maria de Azevedo,,Henrique,Massangano,Lavrador,,,,,,,,,,,,,
5590,Francisco de Maria de Azevedo,Quelimane,Mucadenha,Slave,Male,(Massangano) Massangano,8.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 75v-76.",-17.87368,36.88194,-16.629995,33.801577,,,,,,1804,Francisco de Maria de Azevedo,,Mucadenha,Massangano,Lavrador,,,,,,,,,,,,,
5591,Francisco de Maria de Azevedo,Quelimane,Careira,Slave,Male,(Massangano) Massangano,22.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 75v-76.",-17.87368,36.88194,-16.629995,33.801577,,,,,,1804,Francisco de Maria de Azevedo,,Careira,Massangano,Lavrador,,,,,,,,,,,,,
5592,Francisco de Maria de Azevedo,Quelimane,Cabulo,Slave,Male,(Massangano) Massangano,13.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 75v-76.",-17.87368,36.88194,-16.629995,33.801577,,,,,,1804,Francisco de Maria de Azevedo,,Cabulo,Massangano,Lavrador,,,,,,,,,,,,,
5593,Francisco de Maria de Azevedo,Quelimane,Acomissa,Slave,Male,(Massangano) Massangano,23.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 75v-76.",-17.87368,36.88194,-16.629995,33.801577,,,,,,1804,Francisco de Maria de Azevedo,,Acomissa,Massangano,Lavrador,,,,,,,,,,,,,
5594,Francisco de Maria de Azevedo,Quelimane,Chico,Slave,Male,(Massangano) Massangano,12.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 75v-76.",-17.87368,36.88194,-16.629995,33.801577,,,,,,1804,Francisco de Maria de Azevedo,,Chico,Massangano,Lavrador,,,,,,,,,,,,,
5595,Francisco de Maria de Azevedo,Quelimane,Namarica,Slave,Male,(Massangano) Massangano,23.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 75v-76.",-17.87368,36.88194,-16.629995,33.801577,,,,,,1804,Francisco de Maria de Azevedo,,Namarica,Massangano,Lavrador,,,,,,,,,,,,,
5596,Francisco de Maria de Azevedo,Quelimane,Calemere,Slave,Male,(Tete) Tete,25.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 75v-76.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Calemere,Tete,Lavrador,,,,,,,,,,,,,
5597,Francisco de Maria de Azevedo,Quelimane,Sebezeira,Slave,Male,(Tete) Tete,27.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 75v-76.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Sebezeira,Tete,Lavrador,,,,,,,,,,,,,
5598,Francisco de Maria de Azevedo,Quelimane,Chimazo,Slave,Male,(Quelimane) Quelimane,12.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 75v-76.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Chimazo,Quelimane,Lavrador,,,,,,,,,,,,,
5599,Francisco de Maria de Azevedo,Quelimane,Leandro,Slave,Male,(Quelimane) Quelimane,14.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 75v-76.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Leandro,Quelimane,Lavrador,,,,,,,,,,,,,
5600,Francisco de Maria de Azevedo,Quelimane,Maipa,Slave,Male,(Quelimane) Sertão,17.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Maipa,Sertão,Lavrador,,,,,,,,,,,,,
5601,Francisco de Maria de Azevedo,Quelimane,Chibuia,Slave,Male,(Quelimane) Sertão,20.0,Cook,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Chibuia,Sertão,Cosinheiro,,,,,,,,,,,,,
5602,Francisco de Maria de Azevedo,Quelimane,José,Slave,Male,(Quelimane) Sertão,12.0,Cook,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,José,Sertão,Cosinheiro,,,,,,,,,,,,,
5603,Francisco de Maria de Azevedo,Quelimane,Cristina,Slave,Female,(Unknown) Tirri,34.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-27.786863,40.071297,,,,,,1804,Francisco de Maria de Azevedo,,Cristina,Tirri,servante,,,,,,,,,,,,,
5604,Francisco de Maria de Azevedo,Quelimane,Domingas,Slave,Female,(Quelimane) Quelimane,28.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Domingas,Quelimane,servante,,,,,,,,,,,,,
5605,Francisco de Maria de Azevedo,Quelimane,Jufirina,Slave,Female,(Quelimane) Quelimane,25.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Jufirina,Quelimane,servante,,,,,,,,,,,,,
5606,Francisco de Maria de Azevedo,Quelimane,Negahoa,Slave,Female,(Tete) Tete,17.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Negahoa,Tete,servante,,,,,,,,,,,,,
5607,Francisco de Maria de Azevedo,Quelimane,Rosa,Slave,Female,(Quelimane) Quelimane,16.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Rosa,Quelimane,servante,,,,,,,,,,,,,
5608,Francisco de Maria de Azevedo,Quelimane,Clemência,Slave,Female,(Quelimane) Quelimane,12.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Clemência,Quelimane,servante,,,,,,,,,,,,,
5609,Francisco de Maria de Azevedo,Quelimane,Luzia,Slave,Female,(Quelimane) Quelimane,14.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Luzia,Quelimane,servante,,,,,,,,,,,,,
5610,Francisco de Maria de Azevedo,Quelimane,Mariana,Slave,Female,(Nyanja) Maganja,22.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Mariana,Maganja,servante,,,,,,,,,,,,,
5611,Francisco de Maria de Azevedo,Quelimane,Não Esperava,Slave,Female,(Quelimane) Quelimane,15.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Não Esperava,Quelimane,servante,,,,,,,,,,,,,
5612,Francisco de Maria de Azevedo,Quelimane,Muanassa,Slave,Female,(Quelimane) Quelimane,17.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Muanassa,Quelimane,servante,,,,,,,,,,,,,
5613,Francisco de Maria de Azevedo,Quelimane,Josefa,Slave,Female,(Quelimane) Quelimane,16.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Josefa,Quelimane,servante,,,,,,,,,,,,,
5614,Francisco de Maria de Azevedo,Quelimane,Luciana,Slave,Female,(Quelimane) Quelimane,8.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Luciana,Quelimane,servante,,,,,,,,,,,,,
5615,Francisco de Maria de Azevedo,Quelimane,Alufrina,Slave,Female,(Quelimane) Quelimane,15.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Alufrina,Quelimane,servante,,,,,,,,,,,,,
5616,Francisco de Maria de Azevedo,Quelimane,Natália,Slave,Female,(Quelimane) Quelimane,12.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Natália,Quelimane,servante,,,,,,,,,,,,,
5617,Francisco de Maria de Azevedo,Quelimane,Eriazo,Slave,Female,(Quelimane) Quelimane,13.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Eriazo,Quelimane,servante,,,,,,,,,,,,,
5618,Francisco de Maria de Azevedo,Quelimane,Sabina,Slave,Female,(Quelimane) Quelimane,14.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 76v-77.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Sabina,Quelimane,servante,,,,,,,,,,,,,
5619,Francisco de Maria de Azevedo,Quelimane,Maria,Slave,Female,(Quelimane) Quelimane,13.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Maria,Quelimane,servante,,,,,,,,,,,,,
5620,Francisco de Maria de Azevedo,Quelimane,Droga,Slave,Female,(Quelimane) Quelimane,8.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Droga,Quelimane,servante,,,,,,,,,,,,,
5621,Francisco de Maria de Azevedo,Quelimane,Nhausoa,Slave,Female,(Quelimane) Quelimane,9.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Nhausoa,Quelimane,servante,,,,,,,,,,,,,
5622,Francisco de Maria de Azevedo,Quelimane,Rabia,Slave,Female,(Quelimane) Quelimane,7.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Rabia,Quelimane,servante,,,,,,,,,,,,,
5623,Francisco de Maria de Azevedo,Quelimane,Graça,Slave,Female,(Quelimane) Quelimane,6.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Graça,Quelimane,servante,,,,,,,,,,,,,
5624,Francisco de Maria de Azevedo,Quelimane,Maria,Slave,Female,(Quelimane) Quelimane,5.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Maria,Quelimane,servante,,,,,,,,,,,,,
5625,Francisco de Maria de Azevedo,Quelimane,Saio,Slave,Female,(Quelimane) Quelimane,4.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Saio,Quelimane,servante,,,,,,,,,,,,,
5626,Francisco de Maria de Azevedo,Quelimane,Bemba,Slave,Female,(Quelimane) Quelimane,6.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Bemba,Quelimane,servante,,,,,,,,,,,,,
5627,Francisco de Maria de Azevedo,Quelimane,Munhau,Slave,Female,(Quelimane) Quelimane,3.0,Servant,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Munhau,Quelimane,servante,,,,,,,,,,,,,
5628,Francisco de Maria de Azevedo,Quelimane,Andifa,Slave,Female,(Macuze) Macuze,40.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.717137,37.191501,,,,,,1804,Francisco de Maria de Azevedo,,Andifa,Macuze,Lavradora,,,,,,,,,,,,,
5629,Francisco de Maria de Azevedo,Quelimane,Mumoa,Slave,Female,(Quelimane) Quelimane,45.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Mumoa,Quelimane,Lavradora,,,,,,,,,,,,,
5630,Francisco de Maria de Azevedo,Quelimane,Mamuzeuza,Slave,Female,(Tacuane) Tacuane,39.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-16.367592,36.517559,,,,,,1804,Francisco de Maria de Azevedo,,Mamuzeuza,Tacuane,Lavradora,,,,,,,,,,,,,
5631,Francisco de Maria de Azevedo,Quelimane,Ucalamugune,Slave,Female,(Marrongane) Namuduro,36.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.541808,36.870544,,,,,,1804,Francisco de Maria de Azevedo,,Ucalamugune,Namuduro,Lavradora,,,,,,,,,,,,,
5632,Francisco de Maria de Azevedo,Quelimane,Sufriri,Slave,Female,(Tete) Tete,39.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Sufriri,Tete,Lavradora,,,,,,,,,,,,,
5633,Francisco de Maria de Azevedo,Quelimane,Piade,Slave,Female,(Quelimane) Quelimane,18.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Piade,Quelimane,Lavradora,,,,,,,,,,,,,
5634,Francisco de Maria de Azevedo,Quelimane,Isabel,Slave,Female,(Licungo) Licungo,46.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.535157,37.363003,,,,,,1804,Francisco de Maria de Azevedo,,Isabel,Licungo,Lavradora,,,,,,,,,,,,,
5635,Francisco de Maria de Azevedo,Quelimane,Massapanda,Slave,Female,(Sena) Sena,35.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-17.4524,35.0333,,,,,,1804,Francisco de Maria de Azevedo,,Massapanda,Sena,Lavradora,,,,,,,,,,,,,
5636,Francisco de Maria de Azevedo,Quelimane,Malemeca,Slave,Female,(Nyanja) Maganja,36.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Malemeca,Maganja,Lavradora,,,,,,,,,,,,,
5637,Francisco de Maria de Azevedo,Quelimane,Vonjaraje,Slave,Female,(Nyanja) Maganja,40.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 77v-78.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Vonjaraje,Maganja,Lavradora,,,,,,,,,,,,,
5638,Francisco de Maria de Azevedo,Quelimane,Mahunga,Slave,Female,(Gorongosa) Gorongoza,45.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-18.815086,34.496316,,,,,,1804,Francisco de Maria de Azevedo,,Mahunga,Gorongoza,Lavradora,,,,,,,,,,,,,
5639,Francisco de Maria de Azevedo,Quelimane,Pasamarumi,Slave,Female,(Gorongosa) Gorongoza,48.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-18.815086,34.496316,,,,,,1804,Francisco de Maria de Azevedo,,Pasamarumi,Gorongoza,Lavradora,,,,,,,,,,,,,
5640,Francisco de Maria de Azevedo,Quelimane,Sirira,Slave,Female,(Sena) Sena,36.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-17.4524,35.0333,,,,,,1804,Francisco de Maria de Azevedo,,Sirira,Sena,Lavradora,,,,,,,,,,,,,
5641,Francisco de Maria de Azevedo,Quelimane,Chintia,Slave,Female,(Gorongosa) Gorongoza,39.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-18.815086,34.496316,,,,,,1804,Francisco de Maria de Azevedo,,Chintia,Gorongoza,Lavradora,,,,,,,,,,,,,
5642,Francisco de Maria de Azevedo,Quelimane,Catarina,Slave,Female,(Tacuane) Tacuane,37.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-16.367592,36.517559,,,,,,1804,Francisco de Maria de Azevedo,,Catarina,Tacuane,Lavradora,,,,,,,,,,,,,
5643,Francisco de Maria de Azevedo,Quelimane,Coache,Slave,Female,(Marrongane) Namuduro,32.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-17.541808,36.870544,,,,,,1804,Francisco de Maria de Azevedo,,Coache,Namuduro,Lavradora,,,,,,,,,,,,,
5644,Francisco de Maria de Azevedo,Quelimane,Patera,Slave,Female,(Unknown) Tirri,36.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-27.786863,40.071297,,,,,,1804,Francisco de Maria de Azevedo,,Patera,Tirri,Lavradora,,,,,,,,,,,,,
5645,Francisco de Maria de Azevedo,Quelimane,Mamussirira,Slave,Female,(Tete) Tete,30.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Mamussirira,Tete,Lavradora,,,,,,,,,,,,,
5646,Francisco de Maria de Azevedo,Quelimane,Luzia,Slave,Female,(Tete) Tete,35.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Luzia,Tete,Lavradora,,,,,,,,,,,,,
5647,Francisco de Maria de Azevedo,Quelimane,Eauna,Slave,Female,(Tete) Tete,26.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Eauna,Tete,Lavradora,,,,,,,,,,,,,
5648,Francisco de Maria de Azevedo,Quelimane,Catarina,Slave,Female,(Tete) Tete,36.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Catarina,Tete,Lavradora,,,,,,,,,,,,,
5649,Francisco de Maria de Azevedo,Quelimane,Camecejira,Slave,Female,(Dombo) Dombo,25.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-16.052156,33.854745,,,,,,1804,Francisco de Maria de Azevedo,,Camecejira,Dombo,Lavradora,,,,,,,,,,,,,
5650,Francisco de Maria de Azevedo,Quelimane,Nhabinha,Slave,Female,(Dombo) Dombo,32.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-16.052156,33.854745,,,,,,1804,Francisco de Maria de Azevedo,,Nhabinha,Dombo,Lavradora,,,,,,,,,,,,,
5651,Francisco de Maria de Azevedo,Quelimane,Cadáver,Slave,Female,(Tacuane) Tacuane,35.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-16.367592,36.517559,,,,,,1804,Francisco de Maria de Azevedo,,Cadáver,Tacuane,Lavradora,,,,,,,,,,,,,
5652,Francisco de Maria de Azevedo,Quelimane,Chinaz,Slave,Female,(Nsenga) Mussenga,26.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-15.09662,31.28278,,,,,,1804,Francisco de Maria de Azevedo,,Chinaz,Mussenga,Lavradora,,,,,,,,,,,,,
5653,Francisco de Maria de Azevedo,Quelimane,Sergante,Slave,Female,(Tacuane) Tacuane,25.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-16.367592,36.517559,,,,,,1804,Francisco de Maria de Azevedo,,Sergante,Tacuane,Lavradora,,,,,,,,,,,,,
5654,Francisco de Maria de Azevedo,Quelimane,Afiga,Slave,Female,(Tacuane) Tacuane,33.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-16.367592,36.517559,,,,,,1804,Francisco de Maria de Azevedo,,Afiga,Tacuane,Lavradora,,,,,,,,,,,,,
5655,Francisco de Maria de Azevedo,Quelimane,Chamanja,Slave,Female,(Nyanja) Maganja,26.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-15.773514,35.012426,,,,,,1804,Francisco de Maria de Azevedo,,Chamanja,Maganja,Lavradora,,,,,,,,,,,,,
5656,Francisco de Maria de Azevedo,Quelimane,Zuere,Slave,Female,(Unknown) Tirri,36.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 78v-79.",-17.87368,36.88194,-27.786863,40.071297,,,,,,1804,Francisco de Maria de Azevedo,,Zuere,Tirri,Lavradora,,,,,,,,,,,,,
5657,Francisco de Maria de Azevedo,Quelimane,Jiriminta,Slave,Female,(Quelimane) Sertão,26.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Jiriminta,Sertão,Lavradora,,,,,,,,,,,,,
5658,Francisco de Maria de Azevedo,Quelimane,Chafumue,Slave,Female,(Quelimane) Sertão,27.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Chafumue,Sertão,Lavradora,,,,,,,,,,,,,
5659,Francisco de Maria de Azevedo,Quelimane,Nhaluo,Slave,Female,(Tete) Tete,19.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Nhaluo,Tete,Lavradora,,,,,,,,,,,,,
5660,Francisco de Maria de Azevedo,Quelimane,Sinauanga,Slave,Female,(Tete) Tete,36.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Sinauanga,Tete,Lavradora,,,,,,,,,,,,,
5661,Francisco de Maria de Azevedo,Quelimane,Falaminha,Slave,Female,(Maindo) Maindo,28.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-18.490713,36.446848,,,,,,1804,Francisco de Maria de Azevedo,,Falaminha,Maindo,Lavradora,,,,,,,,,,,,,
5662,Francisco de Maria de Azevedo,Quelimane,Tanda,Slave,Female,(Quelimane) Sertão,29.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-17.87368,36.88194,,,,,,1804,Francisco de Maria de Azevedo,,Tanda,Sertão,Lavradora,,,,,,,,,,,,,
5663,Francisco de Maria de Azevedo,Quelimane,Massiquimureve,Slave,Female,(Unknown) Godi,27.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-27.786863,40.071297,,,,,,1804,Francisco de Maria de Azevedo,,Massiquimureve,Godi,Lavradora,,,,,,,,,,,,,
5664,Francisco de Maria de Azevedo,Quelimane,Noanje,Slave,Female,(Tete) Tete,26.0,Washer,1857-00-00,Quelimane,"AHM, Fundo do Século XIX, Códices, 11-1804, ff. 79v-80.",-17.87368,36.88194,-16.13281,33.60638,,,,,,1804,Francisco de Maria de Azevedo,,Noanje,Tete,Lavradora,,,,,,,,,,,,,
